"id","drug_id","synonym"
"9041","42","Diphedan"
"9042","42","Fenylepsin"
"9043","42","Lepitoin"
"9044","42","Phentytoin"
"9045","42","Sodanton"
"9046","42","Difenin"
"9047","42","Dihycon"
"9048","42","Lehydan"
"9049","42","Diphenylhydatanoin"
"9050","42","Dantoinal"
"9051","42","Di-Hydan"
"9052","42","Dilantine"
"9053","42","Dillantin"
"9054","42","Diphenine"
"9055","42","Diphentyn"
"9056","42","Ditoinate"
"9057","42","Elepsindon"
"9058","42","Epilantin"
"9059","42","Fenitoina"
"9060","42","Fenytoine"
"9061","42","Hidantilo"
"9062","42","Hidantina"
"9063","42","Hidantomin"
"9064","42","Hydantoinal"
"9065","42","Kessodanten"
"9066","42","Phanantin"
"9067","42","Phanatine"
"9068","42","Phenatoine"
"9069","42","Sodantoin"
"9070","42","Sylantoic"
"9071","42","Thilophenyl"
"9072","42","Zentronal"
"9073","42","Auranile"
"9074","42","Dantinal"
"9075","42","Dantoine"
"9076","42","Difetoin"
"9077","42","Difhydan"
"9078","42","Dintoin"
"9079","42","Dintoina"
"9080","42","Diphedal"
"9081","42","Diphenin"
"9082","42","Enkelfel"
"9083","42","Epifenyl"
"9084","42","Epihydan"
"9085","42","Fentoin"
"9086","42","Hidantal"
"9087","42","Hydantal"
"9088","42","Idantoil"
"9089","42","Idantoin"
"9090","42","Labopal"
"9091","42","Phentoin"
"9092","42","Ritmenal"
"9093","42","Saceril"
"9094","42","Sanepil"
"9095","42","Silantin"
"9096","42","Solantin"
"9097","42","Danten"
"9098","42","Denyl"
"9099","42","Epelin"
"9100","42","Epinat"
"9101","42","Epised"
"9102","42","Eptal"
"9103","42","Hidan"
"9104","42","Lepsin"
"9105","42","Ekko"
"9106","42","Ictalis simple"
"9107","42","Toin unicelles"
"9108","42","Dilantin acid"
"9109","42","Dantoinal klinos"
"9110","42","Om-Hydantoine"
"9111","42","Di-Phetine"
"9112","42","Epdantoine simple"
"9113","42","Hidantina vitoria"
"9114","42","Gerot-epilan-D"
"9115","42","Epilan-D"
"9116","42","Neosidantoina"
"9117","42","Comitoina"
"9118","42","Hidantina senosian"
"9119","42","Hydantol"
"9120","42","Minetoin"
"9121","42","Novantoina"
"9122","42","Causoin"
"9123","42","Convul"
"9124","42","Di-Lan"
"9125","42","Ekko capsules"
"9126","42","Neos-Hidantoina"
"9127","42","Om hidantoina simple"
"9128","42","TOIN"
"9129","42","Phenhydanin"
"9130","42","Phenytex"
"9131","42","Sinergina"
"9132","42","Sodanthon"
"9133","42","Iphenylhydantoin"
"9134","42","Phenytoin-Gerot"
"9135","42","Difenilhidantoina"
"9136","42","Fenytoin Dak"
"9137","42","Didan TDC 250"
"9138","42","Dilantin-125"
"9139","42","Epdantoin Simple"
"9140","42","Phenytoin AWD"
"9141","42","Epilan D"
"9142","42","Novophenytoin"
"9143","42","Phenytoinum"
"9144","42","Diphenat"
"9145","42","Hindatal"
"9146","42","Hydantin"
"9147","42","Epanutin"
"9148","42","Citrulliamon"
"9149","42","5,5-Dwufenylohydantoina"
"9150","42","Antisacer"
"9151","42","Phenitoin"
"9152","42","Comital"
"9153","42","Fenantoin Mn Pharma"
"9154","42","Diphenylhydantoine"
"9155","42","Di-Lan (VAN)"
"9156","42","Diphenylhydantoin (VAN)"
"9157","42","Diphentoin"
"9158","42","DILANTIN-30"
"9159","42","Solantoin"
"9160","42","Solantyl"
"9161","42","Eptoin"
"9162","42","DPH (VAN)"
"9163","42","PHENYTEK"
"9164","42","PHENYTOIN SODIUM"
"9165","42","5,5-Diphenylhydantoin (IUPAC)"
"9166","42","Phenhydan"
"9167","42","Hydantoin, 5,5-diphenyl-"
"9168","42","Didan-tdc-250"
"9169","42","CCRIS 515"
"9170","42","CHEBI:8107"
"9171","42","NCI-C55765"
"9172","42","UNII-6158TKW0C5"
"9173","42","fenidantoin ''s''"
"9174","42","epasmir ''5''"
"9175","42","AI3-52498"
"9176","42","CXOFVDLJLONNDW-UHFFFAOYSA-N"
"9177","42","NSC 8722"
"9178","42","Dilantin (TN)"
"9179","42","EINECS 200-328-6"
"9180","42","MFCD00005264"
"9181","42","MLS000069789"
"9182","42","Extended Phenytoin Sodium"
"9183","42","Fenitoin"
"9184","42","Fenidantoin s"
"9185","42","NSC8722"
"9186","42","6158TKW0C5"
"9187","42","NSC-8722"
"9188","42","Epasmir 5"
"9189","42","HSDB 3160"
"9190","42","NCGC00021139-03"
"9191","42","SMR000059026"
"9192","42","DSSTox_CID_541"
"9193","42","630-93-3"
"9194","42","DSSTox_RID_75650"
"9195","42","DSSTox_GSID_20541"
"9196","42","5,5-Diphenylhydantoin, 99+%"
"9197","42","elepsi ndon"
"9198","42","phenat ine"
"9199","42","Dihydan toin"
"9200","42","fen toin"
"9201","42","taco sal"
"9202","42","ictalis simp le"
"9203","42","CAS-57-41-0"
"9204","42","phenytoin (PHN)"
"9205","42","component of Mebroin"
"9206","42","SR-01000075211"
"9207","42","IFLab1_000214"
"9208","42","Fenidantoin 's'"
"9209","42","Dilantin,Phenytoin"
"9210","42","PHENYTOIN SODIUM, EXTENDED"
"9211","42","Epasmir '5'"
"9212","42","Phenytoin (Lepitoin)"
"9213","42","Hydantoin,5-diphenyl-"
"9214","42","Spectrum_001105"
"9215","42","5,5-diphenyl hydantoin"
"9216","42","Opera_ID_394"
"9217","42","2, 5,5-diphenyl-"
"9218","42","CHEMBL16"
"9219","42","Spectrum2_001281"
"9220","42","Spectrum3_000890"
"9221","42","Spectrum4_000984"
"9222","42","Spectrum5_001369"
"9223","42","Lopac-D-4007"
"9224","42","ACMC-1AMO9"
"9225","42","Epitope ID:117723"
"9226","42","D 4007"
"9227","42","SCHEMBL3440"
"9228","42","BIDD:PXR0090"
"9229","42","Lopac0_000329"
"9230","42","Lopac0_000378"
"9231","42","Oprea1_373280"
"9232","42","BSPBio_001437"
"9233","42","KBioGR_001387"
"9234","42","KBioSS_001585"
"9235","42","KSC493O2R"
"9236","42","MLS001074087"
"9237","42","MLS002454401"
"9238","42","BIDD:GT0625"
"9239","42","DivK1c_000507"
"9240","42","3-(4-iodophenyl)acrylic acid"
"9241","42","SPBio_001281"
"9242","42","GTPL2624"
"9243","42","DTXSID8020541"
"9244","42","CTK3J3728"
"9245","42","KBio1_000507"
"9246","42","KBio2_001585"
"9247","42","KBio2_004153"
"9248","42","KBio2_006721"
"9249","42","KBio3_001780"
"9250","42","WLN: T5MVMV EHJ ER& ER"
"9251","42","NINDS_000507"
"9252","42","SM-88 COMPONENT PHENYTOIN"
"9253","42","HMS1412J16"
"9254","42","HMS1694O05"
"9255","42","HMS1791H19"
"9256","42","HMS1989H19"
"9257","42","HMS2089E11"
"9258","42","HMS2236J06"
"9259","42","HMS3261K17"
"9260","42","HMS3402H19"
"9261","42","HMS3657O03"
"9262","42","BCP05960"
"9263","42","HY-B0448"
"9264","42","Hydantoin, 5,5-diphenyl- (8CI)"
"9265","42","KS-00000C9F"
"9266","42","ZINC2510358"
"9267","42","Tox21_110861"
"9268","42","Tox21_202299"
"9269","42","Tox21_300281"
"9270","42","Tox21_500378"
"9271","42","AC-376"
"9272","42","ANW-32714"
"9273","42","BBL027509"
"9274","42","BDBM50003655"
"9275","42","BDBM50101816"
"9276","42","s2525"
"9277","42","SBB057224"
"9278","42","STK058029"
"9279","42","STK182871"
"9280","42","STL454130"
"9281","42","AKOS000416887"
"9282","42","AKOS003245432"
"9283","42","Tox21_110861_1"
"9284","42","CCG-104011"
"9285","42","CCG-221682"
"9286","42","CS-2559"
"9287","42","DB00252"
"9288","42","LP00378"
"9289","42","MCULE-2376673346"
"9290","42","NE10390"
"9291","42","RTR-037347"
"9292","42","TRA0089622"
"9293","42","IDI1_000507"
"9294","42","IDI1_008433"
"9295","42","NCGC00015342-01"
"9296","42","NCGC00015342-02"
"9297","42","NCGC00015342-03"
"9298","42","NCGC00015342-04"
"9299","42","NCGC00015342-05"
"9300","42","NCGC00015342-06"
"9301","42","NCGC00015342-07"
"9302","42","NCGC00015342-08"
"9303","42","NCGC00015342-09"
"9304","42","NCGC00015342-10"
"9305","42","NCGC00021139-01"
"9306","42","NCGC00021139-02"
"9307","42","NCGC00021139-04"
"9308","42","NCGC00021139-05"
"9309","42","NCGC00021139-06"
"9310","42","NCGC00021139-07"
"9311","42","NCGC00021139-08"
"9312","42","NCGC00021139-09"
"9313","42","NCGC00021139-10"
"9314","42","NCGC00021139-11"
"9315","42","NCGC00091492-01"
"9316","42","NCGC00091492-02"
"9317","42","NCGC00091492-03"
"9318","42","NCGC00091492-04"
"9319","42","NCGC00091492-05"
"9320","42","NCGC00093810-01"
"9321","42","NCGC00093810-02"
"9322","42","NCGC00254135-01"
"9323","42","NCGC00259848-01"
"9324","42","NCGC00261063-01"
"9325","42","CPD000059026"
"9326","42","SAM002554893"
"9327","42","SC-16138"
"9328","42","SC-39400"
"9329","42","AB1000452"
"9330","42","TR-037347"
"9331","42","D0894"
"9332","42","EU-0100378"
"9333","42","FT-0699999"
"9334","42","P-235"
"9335","42","ST45024762"
"9336","42","SW203757-2"
"9337","42","EN300-16818"
"9338","42","C07443"
"9339","42","D00512"
"9340","42","AB00374253-10"
"9341","42","AB00374253-11"
"9342","42","AB00374253_13"
"9343","42","A831435"
"9344","42","Q410400"
"9345","42","SR-01000003141"
"9346","42","SR-01000003141-8"
"9347","42","SR-01000075211-2"
"9348","42","W-105468"
"9349","42","BRD-K55930204-001-02-7"
"9350","42","BRD-K55930204-236-11-0"
"9351","42","Z56786458"
"9352","42","F0020-1370"
"9353","43","Doxepin Hydrochloride"
"9354","43","1229-29-4"
"9355","43","Doxepin HCl"
"9356","43","Novoxapin"
"9357","43","Aponal"
"9358","43","Curatin"
"9359","43","Silenor"
"9360","43","Adapin"
"9361","43","Toruan"
"9362","43","(e)-doxepin hydrochloride"
"9363","43","Sinequan"
"9364","43","Doxepine hydrochloride"
"9365","43","Novoxapin hydrochloride"
"9366","43","Doxepin (Hydrochloride)"
"9367","43","MF 10 HCl"
"9368","43","UNII-CU61C5RH24"
"9369","43","EINECS 214-966-8"
"9370","43","C19H21NO.HCl"
"9371","43","MLS000069794"
"9372","43","CU61C5RH24"
"9373","43","SMR000058230"
"9374","43","Sinequan (TN)"
"9375","43","NSC-108160"
"9376","43","P-3693A"
"9377","43","DSSTox_CID_25145"
"9378","43","DSSTox_RID_80701"
"9379","43","DSSTox_GSID_45145"
"9380","43","Q-201044"
"9381","43","Quitaxon"
"9382","43","Sinequin"
"9383","43","SR-01000075551"
"9384","43","NCGC00015344-03"
"9385","43","CAS-1229-29-4"
"9386","43","trans-Doxepin hydrochloride"
"9387","43","Prestwick_187"
"9388","43","Zonalon (TN)"
"9389","43","Opera_ID_675"
"9390","43","Doxepin hydrochloride (USP)"
"9391","43","SCHEMBL60287"
"9392","43","4698-39-9"
"9393","43","MLS001148235"
"9394","43","MLS002207250"
"9395","43","MLS002222181"
"9396","43","MLS002548858"
"9397","43","CHEBI:4711"
"9398","43","CHEMBL1200462"
"9399","43","DTXSID8045145"
"9400","43","HMS1568F08"
"9401","43","HY-B0725"
"9402","43","Tox21_110130"
"9403","43","Tox21_500339"
"9404","43","BG0175"
"9405","43","MFCD00079135"
"9406","43","s3120"
"9407","43","SBB005916"
"9408","43","AKOS015895087"
"9409","43","Tox21_110130_1"
"9410","43","CCG-220263"
"9411","43","CCG-221643"
"9412","43","CS-2972"
"9413","43","KS-5094"
"9414","43","LP00339"
"9415","43","NC00447"
"9416","43","NCGC00024623-04"
"9417","43","NCGC00093778-01"
"9418","43","NCGC00093778-02"
"9419","43","NCGC00261024-01"
"9420","43","CPD000058230"
"9421","43","LS-61639"
"9422","43","SAM002264608"
"9423","43","ST025239"
"9424","43","AB0109368"
"9425","43","EU-0100339"
"9426","43","D 4526"
"9427","43","D00814"
"9428","43","J10288"
"9429","43","229D294"
"9430","43","A804993"
"9431","43","SR-01000075551-1"
"9432","43","SR-01000075551-5"
"9433","43","Q27275787"
"9434","44","thioridazine"
"9435","44","Mellaril"
"9436","44","Thioridazin"
"9437","44","50-52-2"
"9438","44","Melleril"
"9439","44","Meleril"
"9440","44","Malloryl"
"9441","44","Sonapax"
"9442","44","Mellaril-S"
"9443","44","Mallorol"
"9444","44","Mellerets"
"9445","44","Mellerette"
"9446","44","Melleretten"
"9447","44","dl-Thioridazine"
"9448","44","Tioridazina"
"9449","44","Melleryl"
"9450","44","TP-21"
"9451","44","Melleril (liquid)"
"9452","44","Thioridazinum"
"9453","44","(+-)-Thioridazine"
"9454","44","Thioridazine prolongatum"
"9455","44","Orsanil"
"9456","44","HSDB 3189"
"9457","44","C21H26N2S2"
"9458","44","EINECS 200-044-2"
"9459","44","CHEMBL479"
"9460","44","AI3-51923"
"9461","44","CHEBI:9566"
"9462","44","NCGC00016059-05"
"9463","44","Mellarit"
"9464","44","Thiozine"
"9465","44","DSSTox_CID_3656"
"9466","44","DSSTox_RID_77130"
"9467","44","DSSTox_GSID_23656"
"9468","44","Thioxidazine"
"9469","44","Thioridazine, prolongatum"
"9470","44","CAS-50-52-2"
"9471","44","Mellaril-S (TN)"
"9472","44","NSC186060"
"9473","44","Mellaril (*Hydrochloride*)"
"9474","44","Spectrum_001066"
"9475","44","Prestwick0_000078"
"9476","44","Prestwick1_000078"
"9477","44","Prestwick2_000078"
"9478","44","Prestwick3_000078"
"9479","44","Spectrum2_001332"
"9480","44","Spectrum3_000585"
"9481","44","Spectrum4_000356"
"9482","44","Spectrum5_001062"
"9483","44","Biomol-NT_000017"
"9484","44","SCHEMBL9566"
"9485","44","Lopac0_001252"
"9486","44","BSPBio_000295"
"9487","44","BSPBio_002030"
"9488","44","GTPL100"
"9489","44","KBioGR_000791"
"9490","44","KBioGR_002308"
"9491","44","KBioSS_001546"
"9492","44","KBioSS_002310"
"9493","44","DivK1c_000066"
"9494","44","SPBio_001483"
"9495","44","SPBio_002216"
"9496","44","BPBio1_000325"
"9497","44","BPBio1_001175"
"9498","44","DTXSID6023656"
"9499","44","SCHEMBL12434241"
"9500","44","KBio1_000066"
"9501","44","KBio2_001546"
"9502","44","KBio2_002308"
"9503","44","KBio2_004114"
"9504","44","KBio2_004876"
"9505","44","KBio2_006682"
"9506","44","KBio2_007444"
"9507","44","KBio3_001530"
"9508","44","KBio3_002788"
"9509","44","cMAP_000015"
"9510","44","KLBQZWRITKRQQV-UHFFFAOYSA-N"
"9511","44","NINDS_000066"
"9512","44","HMS2090J04"
"9513","44","BCP19922"
"9514","44","Tox21_110294"
"9515","44","6960AB"
"9516","44","BDBM50002338"
"9517","44","NS-835"
"9518","44","Tox21_110294_1"
"9519","44","API0003283"
"9520","44","CCG-205326"
"9521","44","DB00679"
"9522","44","MCULE-7796139302"
"9523","44","SDCCGSBI-0051219.P005"
"9524","44","IDI1_000066"
"9525","44","NCGC00016059-03"
"9526","44","NCGC00016059-04"
"9527","44","NCGC00016059-07"
"9528","44","NCGC00016059-08"
"9529","44","NCGC00016059-09"
"9530","44","NCGC00016059-10"
"9531","44","NCGC00016059-11"
"9532","44","NCGC00016059-13"
"9533","44","NCGC00016059-14"
"9534","44","NCGC00089809-02"
"9535","44","NCGC00089809-03"
"9536","44","SC-19270"
"9537","44","SBI-0051219.P004"
"9538","44","AX8153985"
"9539","44","LS-105605"
"9540","44","AB00053553"
"9541","44","1452-EP2272537A2"
"9542","44","1452-EP2275420A1"
"9543","44","1452-EP2298776A1"
"9544","44","D00373"
"9545","44","Q58375"
"9546","44","AB00053553-16"
"9547","44","AB00053553_17"
"9548","44","AB00053553_18"
"9549","44","242T875"
"9550","44","L001321"
"9551","44","BRD-A84481105-003-17-2"
"9552","45","methyltestosterone"
"9553","45","17-Methyltestosterone"
"9554","45","58-18-4"
"9555","45","Testred"
"9556","45","Metandren"
"9557","45","Android"
"9558","45","17alpha-Methyltestosterone"
"9559","45","Androsan"
"9560","45","Androsten"
"9561","45","Mesterone"
"9562","45","Virilon"
"9563","45","Malestrone"
"9564","45","Mastestona"
"9565","45","Synandrets"
"9566","45","Synandrotabs"
"9567","45","Testhormone"
"9568","45","Andrometh"
"9569","45","Anertan"
"9570","45","Dumogran"
"9571","45","Homandren"
"9572","45","Hormale"
"9573","45","Malogen"
"9574","45","Masenone"
"9575","45","Metestone"
"9576","45","Metrone"
"9577","45","Nabolin"
"9578","45","Oraviron"
"9579","45","Steronyl"
"9580","45","Syndren"
"9581","45","Testora"
"9582","45","Oreton Methyl"
"9583","45","Glosso-sterandryl"
"9584","45","Oreton-M"
"9585","45","M.T.Mucorettes"
"9586","45","Neo-Hombreol-M"
"9587","45","Nu-man"
"9588","45","Android 5"
"9589","45","Android 10"
"9590","45","Android 25"
"9591","45","Methitest"
"9592","45","Orchisterone-M"
"9593","45","Testovis Depot"
"9594","45","Homandren, tablets"
"9595","45","NSC-9701"
"9596","45","Estratest"
"9597","45","Metiltestosterona"
"9598","45","Glosso sterandryl"
"9599","45","Methyltestosteronum"
"9600","45","Anertan (tablets)"
"9601","45","Homandren (VAN)"
"9602","45","Testovis (tablet)"
"9603","45","Androsan (tablets)"
"9604","45","Androsan (VAN)"
"9605","45","Testoviron (VAN)"
"9606","45","Anertan (VAN)"
"9607","45","Testoviron (tablet)"
"9608","45","17-Methyltestosteron"
"9609","45","CDB 110"
"9610","45","UNII-V9EFU16ZIF"
"9611","45","RU 24400"
"9612","45","Anertan, tablets"
"9613","45","CCRIS 3723"
"9614","45","HSDB 3365"
"9615","45","17|A-Methyltestosterone"
"9616","45","EINECS 200-366-3"
"9617","45","METHYL TESTOSTERONE"
"9618","45","U 2842"
"9619","45","V9EFU16ZIF"
"9620","45","NSC 139965"
"9621","45","BRN 2057425"
"9622","45","L 589.372"
"9623","45","CHEBI:27436"
"9624","45","Oreton M"
"9625","45","Androsan, tablets"
"9626","45","GCKMFJBGXUYNAG-HLXURNFRSA-N"
"9627","45","component of Estan"
"9628","45","Neo-Homobreol (M)"
"9629","45","component of Gynetone"
"9630","45","NSC-139965"
"9631","45","NCGC00091009-03"
"9632","45","component of Tylosterone"
"9633","45","Testosterone, 17-methyl-"
"9634","45","DSSTox_CID_13664"
"9635","45","DSSTox_RID_79089"
"9636","45","DSSTox_GSID_33664"
"9637","45","17.alpha.-Methyltestosterone"
"9638","45","Mesteron"
"9639","45","Oretron"
"9640","45","Metiltestosterone"
"9641","45","Estratest HS"
"9642","45","Android-5"
"9643","45","CAS-58-18-4"
"9644","45","Estratest H.S."
"9645","45","SMR000058528"
"9646","45","Android (TN)"
"9647","45","Android-10"
"9648","45","Android-25"
"9649","45","17beta-Methyltestosterone"
"9650","45","17 beta-Methyltestosterone"
"9651","45","17-alpha-Methyltestosterone"
"9652","45","Estratest-HS"
"9653","45","NCGC00091009-04"
"9654","45","NCGC00091009-05"
"9655","45","Testred (TN)"
"9656","45","Methyltestosterone ciii"
"9657","45","CHEMBL1395"
"9658","45","SCHEMBL18657"
"9659","45","MLS000759474"
"9660","45","MLS001424040"
"9661","45","MLS002174282"
"9662","45","GTPL6945"
"9663","45","DTXSID1033664"
"9664","45","CDB-110"
"9665","45","NSC9701"
"9666","45","17-MT"
"9667","45","HMS2051A14"
"9668","45","HMS2272A06"
"9669","45","HY-A0121"
"9670","45","ZINC3814422"
"9671","45","Tox21_113161"
"9672","45","Tox21_113162"
"9673","45","Tox21_400058"
"9674","45","BDBM50410531"
"9675","45","LMST02020029"
"9676","45","NSC139965"
"9677","45","AKOS015917317"
"9678","45","Tox21_113162_1"
"9679","45","ACN-031982"
"9680","45","API0003346"
"9681","45","CCG-100871"
"9682","45","CS-5099"
"9683","45","DB06710"
"9684","45","GS-6594"
"9685","45","MCULE-5274452426"
"9686","45","NC00121"
"9687","45","NCGC00091009-01"
"9688","45","NCGC00091009-06"
"9689","45","NCGC00091009-07"
"9690","45","262423-02-9"
"9691","45","LS-19506"
"9692","45","RU-24400"
"9693","45","SC-16208"
"9694","45","SMR001261452"
"9695","45","M0435"
"9696","45","C07198"
"9697","45","D00408"
"9698","45","U-2842"
"9699","45","AB00443683-06"
"9700","45","AB00443683-09"
"9701","45","Q421768"
"9702","45","L-589372"
"9703","45","L-589.372"
"9704","46","lomustine"
"9705","46","13010-47-4"
"9706","46","Belustine"
"9707","46","CCNU"
"9708","46","CeeNU"
"9709","46","Cecenu"
"9710","46","CINU"
"9711","46","Lomustina"
"9712","46","Lomustinum"
"9713","46","Gleostine"
"9714","46","SRI 2200"
"9715","46","NSC 79037"
"9716","46","NSC-79037"
"9717","46","ICIG 1109"
"9718","46","NCI-C04740"
"9719","46","NSC79037"
"9720","46","RB 1509"
"9721","46","UNII-7BRF0Z81KG"
"9722","46","C9H16ClN3O2"
"9723","46","CCRIS 860"
"9724","46","Lomustine (CeeNU)"
"9725","46","CHEBI:6520"
"9726","46","HSDB 6519"
"9727","46","EINECS 235-859-2"
"9728","46","BRN 2125058"
"9729","46","7BRF0Z81KG"
"9730","46","AI3-52779"
"9731","46","NCGC00167466-01"
"9732","46","DSSTox_CID_3222"
"9733","46","DSSTox_RID_76930"
"9734","46","DSSTox_GSID_23222"
"9735","46","W-108355"
"9736","46","CAS-13010-47-4"
"9737","46","CeeNU (TN)"
"9738","46","SR-05000001497"
"9739","46","NPFAPI-06"
"9740","46","CCNU;CeeNU"
"9741","46","CCN-U"
"9742","46","CHEMBL514"
"9743","46","NCIMech_000220"
"9744","46","SCHEMBL3995"
"9745","46","WLN: L6TJ AMVNNO&2G"
"9746","46","GTPL7214"
"9747","46","DTXSID2023222"
"9748","46","GQYIWUVLTXOXAJ-UHFFFAOYSA-N"
"9749","46","HMS2090A17"
"9750","46","HMS3655I16"
"9751","46","Pharmakon1600-01502301"
"9752","46","BCP06551"
"9753","46","ZINC3831006"
"9754","46","ZX-AT016332"
"9755","46","Tox21_112470"
"9756","46","BDBM50247919"
"9757","46","LS-728"
"9758","46","NSC759635"
"9759","46","s1840"
"9760","46","AKOS005766022"
"9761","46","Tox21_112470_1"
"9762","46","AC-8062"
"9763","46","ACN-048517"
"9764","46","API0003206"
"9765","46","CCG-213022"
"9766","46","CS-1461"
"9767","46","DB01206"
"9768","46","DS-1269"
"9769","46","NSC-759635"
"9770","46","NCGC00167466-02"
"9771","46","NCGC00167466-03"
"9772","46","AK-72901"
"9773","46","BR-72901"
"9774","46","CC-30028"
"9775","46","H651"
"9776","46","HY-13669"
"9777","46","NCI60_041743"
"9778","46","SC-12119"
"9779","46","TA-01004"
"9780","46","AB0013165"
"9781","46","AB2000326"
"9782","46","DB-017097"
"9783","46","4CH-007422"
"9784","46","AM20070540"
"9785","46","FT-0083566"
"9786","46","FT-0627972"
"9787","46","L0251"
"9788","46","ST24026836"
"9789","46","SW220040-1"
"9790","46","A-2090"
"9791","46","C07079"
"9792","46","D00363"
"9793","46","AB00173884-02"
"9794","46","AB00173884-03"
"9795","46","AB00173884-04"
"9796","46","AB00173884_05"
"9797","46","AB00173884_06"
"9798","46","010L474"
"9799","46","A806019"
"9800","46","C-13733"
"9801","46","Q415378"
"9802","46","SR-05000001497-1"
"9803","46","SR-05000001497-3"
"9804","47","THIOACETAMIDE"
"9805","47","Ethanethioamide"
"9806","47","62-55-5"
"9807","47","Acetothioamide"
"9808","47","Thiacetamide"
"9809","47","Acetamide, thio-"
"9810","47","Thioacetimidic acid"
"9811","47","Acetimidic acid, thio-"
"9812","47","USAF CB-21"
"9813","47","USAF EK-1719"
"9814","47","RCRA waste number U218"
"9815","47","TAA"
"9816","47","Acetic acid, thiono-, amide"
"9817","47","methylthioamide"
"9818","47","thioacetoamide"
"9819","47","Thioactamide"
"9820","47","NSC 2120"
"9821","47","CCRIS 584"
"9822","47","Ethanimidothioic acid"
"9823","47","acetic acid thioamide"
"9824","47","UNII-075T165X8M"
"9825","47","HSDB 1318"
"9826","47","EINECS 200-541-4"
"9827","47","MFCD00008070"
"9828","47","RCRA waste no. U218"
"9829","47","AI3-17220"
"9830","47","CHEBI:32497"
"9831","47","YUKQRDCYNOVPGJ-UHFFFAOYSA-N"
"9832","47","075T165X8M"
"9833","47","Thiacetamid"
"9834","47","C2H5NS"
"9835","47","thioacteamide"
"9836","47","thioacetamide ts"
"9837","47","CH3CSNH2"
"9838","47","DSSTox_CID_1340"
"9839","47","Acetamide, thio- (VAN)"
"9840","47","bmse000781"
"9841","47","Thioacetamide, ACS reagent"
"9842","47","EC 200-541-4"
"9843","47","WLN: ZY1&US"
"9844","47","DSSTox_RID_76094"
"9845","47","DSSTox_GSID_21340"
"9846","47","Ethanethioamide;Acetothioamide"
"9847","47","KSC353K1F"
"9848","47","CHEMBL38737"
"9849","47","ACMC-209n54"
"9850","47","DTXSID9021340"
"9851","47","CTK1I2097"
"9852","47","CTK2F3512"
"9853","47","KS-00000WAJ"
"9854","47","YUKQRDCYNOVPGJ-UHFFFAOYSA-"
"9855","47","NSC2120"
"9856","47","Acetamide, thio- (VAN) (8CI)"
"9857","47","BCP30336"
"9858","47","NSC-2120"
"9859","47","STR00411"
"9860","47","Tox21_301295"
"9861","47","ANW-34262"
"9862","47","STL199139"
"9863","47","ZINC40454337"
"9864","47","AKOS000119931"
"9865","47","CS-W018499"
"9866","47","LS-1480"
"9867","47","MCULE-4635097605"
"9868","47","NE61979"
"9869","47","RTC-030590"
"9870","47","TRA0087722"
"9871","47","CAS-62-55-5"
"9872","47","NCGC00257539-01"
"9873","47","BP-10926"
"9874","47","SC-17261"
"9875","47","AB1003197"
"9876","47","DB-000689"
"9877","47","TC-030590"
"9878","47","FT-0631278"
"9879","47","AZ0001-0070"
"9880","47","C19302"
"9881","47","10791-EP2292227A2"
"9882","47","10791-EP2301536A1"
"9883","47","10791-EP2301538A1"
"9884","47","10791-EP2308856A1"
"9885","47","10791-EP2311455A1"
"9886","47","10791-EP2316452A1"
"9887","47","67512-EP2292227A2"
"9888","47","67512-EP2292621A1"
"9889","47","67512-EP2308839A1"
"9890","47","A833844"
"9891","47","Q416253"
"9892","47","J-520440"
"9893","47","F0001-1649"
"9894","47","65680-21-9"
"9895","48","ketoconazole"
"9896","48","65277-42-1"
"9897","48","Xolegel"
"9898","48","Extina"
"9899","48","(+)-Ketoconazole"
"9900","48","(2R,4S)-ketoconazole"
"9901","48","Nizoral"
"9902","48","Kuric"
"9903","48","Ketocanazole"
"9904","48","Ketoconazol"
"9905","48","C26H28Cl2N4O4"
"9906","48","CPD000058460"
"9907","48","CHEMBL75"
"9908","48","SMR000058460"
"9909","48","MLS000069784"
"9910","48","MLS001146934"
"9911","48","CHEBI:48336"
"9912","48","Nizoral a-D"
"9913","48","NSC 317629"
"9914","48","DSSTox_CID_9879"
"9915","48","R-41400"
"9916","48","DSSTox_RID_78829"
"9917","48","DSSTox_GSID_29879"
"9918","48","142128-59-4"
"9919","48","HSDB 7447"
"9920","48","R 41400"
"9921","48","EINECS 265-667-4"
"9922","48","KW-1414"
"9923","48","BRN 4303081"
"9924","48","KTZ"
"9925","48","SR-01000075626"
"9926","48","SR-01000597381"
"9927","48","Ketoconazole (k)"
"9928","48","Ketoconazole,(S)"
"9929","48","NCGC00016907-01"
"9930","48","Prestwick_744"
"9931","48","CAS-65277-42-1"
"9932","48","MFCD00058579"
"9933","48","rac-trans-Ketoconazole"
"9934","48","Tocris-1103"
"9935","48","Opera_ID_397"
"9936","48","Prestwick0_000389"
"9937","48","Prestwick1_000389"
"9938","48","Prestwick2_000389"
"9939","48","Prestwick3_000389"
"9940","48","R 41,400"
"9941","48","UPCMLD-DP138"
"9942","48","R41400"
"9943","48","SCHEMBL8407"
"9944","48","Lopac0_000666"
"9945","48","R41,400"
"9946","48","BSPBio_000577"
"9947","48","MLS000758224"
"9948","48","MLS001423987"
"9949","48","MLS002207053"
"9950","48","MLS002222255"
"9951","48","BIDD:GT0696"
